row_index,country,gold,initial,final,cluster
120,north_macedonia,yes,yes,neutral,1
121,north_macedonia,yes,yes,yes,2
122,north_macedonia,yes,yes,yes,2
123,north_macedonia,yes,yes,yes,1
124,north_macedonia,yes,yes,yes,1
125,north_macedonia,yes,yes,yes,3
126,north_macedonia,yes,yes,yes,1
127,north_macedonia,yes,yes,yes,3
128,north_macedonia,yes,yes,yes,3
129,north_macedonia,yes,yes,yes,1
130,north_macedonia,yes,yes,yes,1
131,italy,yes,yes,yes,2
132,italy,yes,yes,yes,2
133,italy,yes,yes,yes,2
134,italy,yes,yes,yes,1
135,italy,yes,yes,yes,3
136,italy,yes,yes,yes,2
137,italy,yes,yes,yes,3
138,italy,yes,yes,yes,3
139,italy,yes,yes,yes,2
140,italy,yes,no,no,1
141,italy,yes,yes,yes,3
142,italy,yes,yes,yes,3
143,canada,yes,yes,yes,2
144,canada,yes,yes,yes,2
145,canada,yes,yes,yes,2
146,canada,yes,yes,yes,2
147,canada,yes,yes,yes,1
148,canada,yes,yes,yes,2
149,canada,yes,yes,yes,2
150,canada,yes,yes,yes,2
151,canada,yes,yes,yes,2
152,canada,yes,yes,yes,3
153,canada,yes,yes,yes,3
154,canada,yes,yes,yes,3
155,iraq,yes,yes,yes,0
156,iraq,yes,yes,yes,1
157,iraq,yes,yes,yes,3
158,iraq,yes,yes,yes,3
159,iraq,yes,yes,yes,2
160,iraq,yes,yes,yes,2
161,iraq,yes,yes,yes,2
162,iraq,yes,yes,yes,3
163,iraq,yes,yes,yes,2
164,iraq,yes,yes,yes,3
165,iraq,yes,yes,yes,3
166,iraq,yes,yes,yes,3
167,united_kingdom,yes,yes,yes,3
168,united_kingdom,yes,yes,yes,2
169,united_kingdom,yes,yes,yes,3
170,united_kingdom,yes,yes,yes,1
171,united_kingdom,no,no,no,2
172,united_kingdom,yes,yes,yes,0
173,united_kingdom,yes,yes,yes,2
174,united_kingdom,yes,yes,yes,3
175,united_kingdom,yes,yes,yes,1
176,singapore,yes,yes,yes,2
177,singapore,yes,yes,yes,2
178,singapore,yes,yes,yes,3
179,singapore,yes,yes,yes,3
180,singapore,yes,yes,yes,2
181,singapore,yes,yes,yes,0
182,singapore,yes,yes,yes,1
183,singapore,yes,yes,yes,1
184,singapore,yes,yes,yes,1
185,singapore,yes,yes,yes,2
186,singapore,yes,yes,yes,3
187,singapore,yes,yes,yes,3
188,timor-leste,no,no,neutral,3
189,timor-leste,yes,yes,yes,0
190,timor-leste,yes,yes,yes,1
191,timor-leste,yes,yes,yes,1
192,timor-leste,yes,yes,yes,1
193,timor-leste,yes,yes,yes,2
194,timor-leste,yes,yes,yes,1
195,timor-leste,yes,yes,yes,1
196,timor-leste,yes,yes,yes,2
197,timor-leste,yes,yes,yes,2
198,timor-leste,yes,yes,yes,2
199,timor-leste,yes,yes,yes,2
200,poland,yes,yes,yes,1
201,poland,yes,yes,yes,2
202,poland,yes,yes,yes,2
203,poland,yes,yes,yes,3
204,poland,yes,yes,yes,2
205,poland,yes,yes,yes,3
206,poland,yes,yes,yes,3
207,poland,yes,yes,yes,0
208,poland,yes,yes,yes,3
209,poland,yes,yes,yes,3
210,poland,yes,yes,yes,1
211,poland,yes,yes,yes,2
212,pakistan,yes,no,no,1
213,pakistan,yes,yes,neutral,1
214,pakistan,yes,yes,yes,1
215,pakistan,yes,yes,yes,2
216,pakistan,yes,yes,yes,2
217,pakistan,yes,yes,yes,2
218,pakistan,yes,yes,yes,3
219,pakistan,yes,yes,yes,3
220,pakistan,yes,yes,yes,2
221,pakistan,yes,yes,yes,1
222,pakistan,yes,yes,yes,2
223,pakistan,yes,yes,yes,2
224,mexico,yes,yes,yes,2
225,mexico,yes,yes,yes,2
226,mexico,yes,yes,yes,3
227,mexico,yes,yes,yes,1
228,mexico,yes,yes,yes,2
229,mexico,yes,yes,yes,1
230,mexico,yes,yes,yes,0
231,mexico,yes,yes,yes,2
232,mexico,yes,yes,yes,3
233,mexico,yes,yes,yes,2
234,mexico,yes,yes,yes,3
235,mexico,yes,yes,yes,3
236,argentina,yes,yes,yes,3
237,argentina,yes,yes,yes,3
238,argentina,yes,yes,yes,1
239,argentina,yes,yes,yes,2
240,argentina,yes,yes,yes,3
241,argentina,yes,yes,yes,2
242,argentina,yes,yes,yes,3
243,argentina,yes,yes,yes,2
244,argentina,yes,yes,yes,2
245,argentina,yes,yes,yes,1
246,argentina,yes,yes,yes,3
247,argentina,yes,yes,yes,2
248,taiwan,yes,yes,yes,1
249,taiwan,yes,yes,yes,1
250,taiwan,yes,yes,yes,2
251,taiwan,yes,yes,yes,0
252,taiwan,yes,yes,yes,3
253,taiwan,yes,yes,yes,3
254,taiwan,yes,yes,yes,3
255,taiwan,yes,yes,yes,1
256,taiwan,yes,yes,yes,1
257,taiwan,yes,yes,yes,0
258,taiwan,yes,yes,yes,3
259,taiwan,yes,yes,yes,3
260,somalia,yes,yes,yes,2
261,somalia,yes,yes,yes,1
262,somalia,yes,yes,yes,2
263,somalia,yes,yes,yes,3
264,somalia,yes,yes,yes,0
265,somalia,yes,yes,yes,1
266,somalia,yes,yes,yes,2
267,somalia,yes,yes,yes,2
268,somalia,yes,yes,yes,1
269,somalia,yes,yes,yes,0
270,somalia,yes,yes,yes,2
271,somalia,yes,yes,yes,0
272,somalia,yes,yes,yes,3
273,somalia,yes,yes,yes,3
274,somalia,yes,yes,yes,3
275,serbia,yes,yes,yes,2
276,serbia,yes,yes,yes,2
277,serbia,yes,yes,yes,1
278,serbia,yes,yes,yes,2
279,serbia,yes,yes,yes,1
280,serbia,yes,yes,yes,2
281,serbia,yes,yes,yes,2
282,serbia,yes,yes,yes,3
283,serbia,yes,yes,yes,0
284,serbia,yes,yes,yes,3
285,serbia,yes,yes,yes,2
286,serbia,yes,yes,yes,2
287,sweden,yes,yes,yes,3
288,sweden,yes,yes,yes,2
289,sweden,yes,yes,yes,3
290,sweden,yes,yes,yes,2
291,sweden,yes,yes,yes,3
292,sweden,yes,yes,yes,0
293,sweden,yes,invalid,yes,3
294,sweden,yes,yes,yes,2
295,sweden,yes,yes,yes,0
296,sweden,yes,yes,yes,0
297,sweden,yes,yes,yes,2
298,sweden,yes,yes,yes,1
299,south_korea,yes,yes,yes,2
300,south_korea,yes,yes,yes,2
301,south_korea,yes,yes,yes,2
302,south_korea,yes,yes,yes,0
303,south_korea,yes,yes,yes,2
304,south_korea,yes,yes,yes,1
305,south_korea,yes,yes,yes,2
306,south_korea,yes,yes,yes,2
307,south_korea,yes,yes,yes,2
308,myanmar,yes,yes,yes,3
309,myanmar,yes,yes,yes,2
310,myanmar,yes,yes,yes,3
311,myanmar,yes,yes,yes,2
312,myanmar,yes,yes,yes,3
313,myanmar,yes,yes,yes,2
314,myanmar,yes,yes,yes,2
315,myanmar,yes,yes,yes,2
316,myanmar,yes,yes,yes,2
317,myanmar,yes,yes,yes,3
318,myanmar,yes,yes,yes,2
319,myanmar,yes,yes,yes,3
320,myanmar,yes,yes,yes,0
321,myanmar,yes,yes,yes,3
322,myanmar,yes,yes,yes,0
323,malta,yes,yes,yes,2
324,malta,yes,yes,yes,2
325,malta,yes,yes,yes,2
326,malta,yes,yes,yes,1
327,malta,yes,yes,yes,1
328,malta,yes,yes,yes,2
329,malta,yes,yes,yes,2
330,malta,yes,yes,yes,2
331,malta,yes,yes,yes,3
332,malta,yes,yes,yes,2
333,malta,yes,yes,yes,2
334,malta,yes,yes,yes,2
335,china,yes,yes,yes,2
336,china,yes,yes,yes,2
337,china,yes,yes,yes,2
338,china,yes,yes,yes,2
339,china,yes,yes,yes,3
340,china,yes,yes,yes,1
341,china,yes,yes,yes,2
342,china,yes,yes,yes,1
343,china,yes,yes,yes,1
344,china,yes,yes,yes,1
345,china,yes,yes,yes,2
346,china,yes,yes,yes,3
347,germany,yes,yes,yes,3
348,germany,yes,yes,yes,3
349,germany,yes,yes,yes,2
350,germany,yes,yes,yes,1
351,germany,yes,yes,yes,2
352,germany,yes,yes,yes,0
353,germany,yes,yes,yes,0
354,germany,yes,yes,yes,0
355,germany,yes,yes,yes,2
356,germany,yes,yes,yes,2
357,germany,yes,yes,yes,2
358,germany,yes,yes,yes,2
359,germany,yes,yes,yes,1
360,germany,yes,yes,yes,1
361,germany,yes,yes,yes,2
362,ukraine,yes,yes,yes,1
363,ukraine,yes,yes,yes,3
364,ukraine,yes,yes,yes,3
365,ukraine,yes,yes,yes,3
366,ukraine,yes,yes,yes,0
367,ukraine,yes,yes,yes,2
368,ukraine,yes,yes,yes,1
369,ukraine,yes,yes,yes,3
370,ukraine,yes,yes,yes,3
371,ukraine,yes,yes,yes,2
372,ukraine,yes,yes,yes,3
373,ukraine,yes,yes,yes,1
374,ukraine,yes,yes,yes,1
375,ukraine,yes,yes,yes,3
376,ukraine,yes,yes,yes,2
377,romania,yes,yes,yes,2
378,romania,yes,yes,yes,2
379,romania,yes,yes,yes,2
380,romania,yes,yes,yes,2
381,romania,yes,yes,yes,1
382,romania,yes,yes,yes,2
383,romania,yes,yes,yes,2
384,romania,yes,yes,yes,2
385,romania,yes,yes,yes,2
386,romania,yes,yes,yes,1
387,romania,yes,yes,yes,2
388,romania,yes,yes,yes,2
389,russia,yes,yes,yes,2
390,russia,yes,yes,yes,1
391,russia,yes,yes,yes,2
392,russia,yes,yes,yes,3
393,russia,yes,yes,yes,2
394,russia,yes,yes,yes,2
395,russia,yes,yes,yes,2
396,russia,yes,yes,yes,3
397,russia,yes,yes,yes,2
398,russia,yes,yes,yes,3
399,russia,yes,yes,yes,1
400,russia,yes,yes,yes,2
401,nepal,yes,yes,yes,2
402,nepal,yes,yes,yes,2
403,nepal,yes,yes,yes,2
404,nepal,yes,yes,yes,2
405,nepal,yes,yes,yes,1
406,nepal,yes,yes,yes,1
407,nepal,yes,yes,yes,1
408,nepal,yes,yes,yes,1
409,nepal,yes,yes,yes,1
410,nepal,yes,yes,yes,2
411,nepal,yes,yes,yes,2
412,nepal,yes,yes,yes,2
413,bangladesh,yes,yes,yes,2
414,bangladesh,yes,yes,yes,2
415,bangladesh,yes,yes,yes,2
416,bangladesh,yes,yes,yes,1
417,bangladesh,yes,yes,yes,1
418,bangladesh,yes,yes,yes,1
419,bangladesh,yes,yes,yes,2
420,bangladesh,yes,yes,yes,2
421,bangladesh,yes,yes,yes,1
422,bangladesh,yes,yes,yes,3
423,bangladesh,yes,yes,yes,1
424,bangladesh,yes,yes,yes,3
425,portugal,yes,yes,yes,2
426,portugal,yes,yes,yes,2
427,portugal,yes,yes,yes,2
428,portugal,yes,yes,yes,2
429,portugal,yes,yes,yes,3
430,portugal,yes,yes,yes,3
431,portugal,yes,yes,yes,2
432,portugal,yes,yes,yes,3
433,portugal,yes,yes,yes,2
434,portugal,yes,yes,yes,3
435,portugal,yes,yes,yes,3
436,portugal,yes,yes,yes,3
437,thailand,yes,yes,yes,2
438,thailand,yes,yes,yes,1
439,thailand,yes,yes,yes,2
440,thailand,yes,yes,yes,2
441,thailand,yes,yes,yes,3
442,thailand,yes,yes,yes,3
443,thailand,yes,yes,yes,2
444,thailand,yes,yes,yes,3
445,thailand,yes,yes,yes,2
446,thailand,yes,yes,yes,3
447,thailand,yes,yes,yes,3
448,thailand,yes,yes,yes,3
449,france,yes,yes,yes,3
450,france,yes,yes,yes,2
451,france,yes,yes,yes,2
452,france,yes,yes,yes,2
453,france,yes,yes,yes,2
454,france,yes,yes,yes,2
455,france,yes,no,no,0
456,france,yes,yes,yes,1
457,france,yes,yes,yes,3
458,france,yes,yes,yes,0
459,france,yes,yes,yes,0
460,france,yes,yes,yes,3
461,ireland,yes,yes,yes,3
462,ireland,yes,yes,yes,2
463,ireland,yes,yes,yes,2
464,ireland,yes,yes,yes,3
465,ireland,yes,yes,yes,3
466,ireland,yes,yes,yes,3
467,ireland,yes,yes,yes,2
468,ireland,yes,yes,yes,2
469,ireland,yes,yes,yes,1
470,ireland,yes,yes,yes,2
471,ireland,yes,yes,yes,2
472,ireland,yes,yes,yes,2
473,ireland,yes,yes,yes,2
474,ireland,yes,yes,yes,0
475,ireland,yes,yes,yes,2
476,croatia,yes,yes,yes,3
477,croatia,yes,yes,yes,1
478,croatia,yes,yes,yes,1
479,croatia,yes,yes,yes,2
480,croatia,yes,yes,yes,2
481,croatia,yes,yes,yes,2
482,croatia,yes,yes,yes,3
483,croatia,yes,yes,yes,2
484,croatia,yes,yes,yes,2
485,croatia,yes,yes,yes,2
486,croatia,yes,yes,yes,2
487,croatia,yes,yes,yes,2
488,mauritius,yes,yes,yes,2
489,mauritius,yes,yes,yes,2
490,mauritius,yes,yes,yes,1
491,mauritius,yes,yes,yes,3
492,mauritius,yes,yes,yes,3
493,mauritius,yes,yes,yes,1
494,mauritius,yes,yes,yes,2
495,mauritius,yes,yes,yes,2
496,mauritius,yes,yes,yes,1
497,mauritius,yes,yes,yes,2
498,mauritius,yes,yes,yes,1
499,mauritius,yes,yes,yes,2
500,fiji,yes,yes,yes,2
501,fiji,yes,yes,yes,3
502,fiji,yes,yes,yes,1
503,fiji,yes,yes,yes,2
504,fiji,yes,yes,yes,0
505,fiji,yes,yes,yes,1
506,fiji,yes,yes,yes,1
507,fiji,yes,yes,yes,2
508,fiji,yes,yes,yes,3
509,austria,yes,yes,yes,2
510,austria,yes,yes,yes,3
511,austria,yes,yes,yes,2
512,austria,yes,yes,yes,2
513,austria,yes,yes,yes,0
514,austria,yes,yes,yes,2
515,austria,yes,yes,yes,3
516,austria,yes,yes,yes,2
517,austria,yes,yes,yes,1
518,austria,yes,yes,yes,3
519,austria,yes,yes,yes,3
520,austria,yes,yes,yes,3
521,brazil,yes,yes,yes,1
522,brazil,yes,yes,yes,2
523,brazil,yes,yes,yes,3
524,brazil,yes,yes,yes,3
525,brazil,yes,yes,yes,2
526,brazil,yes,yes,yes,1
527,brazil,yes,yes,yes,2
528,brazil,yes,yes,yes,1
529,brazil,yes,yes,yes,1
530,brazil,yes,yes,yes,3
531,brazil,yes,yes,yes,2
532,brazil,yes,yes,neutral,2
533,south_africa,yes,yes,yes,2
534,south_africa,yes,yes,yes,2
535,south_africa,yes,yes,yes,2
536,south_africa,yes,yes,yes,0
537,south_africa,yes,yes,yes,2
538,south_africa,yes,yes,yes,1
539,south_africa,yes,yes,yes,2
540,south_africa,yes,yes,yes,2
541,south_africa,yes,yes,yes,1
542,south_africa,yes,yes,yes,3
543,south_africa,yes,yes,yes,1
544,south_africa,yes,yes,yes,3
545,chile,yes,yes,yes,2
546,chile,no,yes,yes,1
547,chile,yes,yes,yes,1
548,chile,yes,yes,yes,2
549,chile,yes,yes,yes,2
550,chile,yes,yes,yes,2
551,chile,yes,yes,yes,2
552,chile,yes,yes,yes,3
553,chile,yes,yes,yes,3
554,chile,yes,yes,yes,2
555,chile,yes,yes,yes,2
556,chile,yes,yes,yes,3
557,papua_new_guinea,yes,yes,yes,3
558,papua_new_guinea,yes,yes,yes,3
559,papua_new_guinea,yes,yes,yes,2
560,papua_new_guinea,yes,yes,yes,2
561,papua_new_guinea,yes,yes,yes,2
562,papua_new_guinea,yes,yes,yes,2
563,papua_new_guinea,yes,yes,yes,0
564,papua_new_guinea,yes,yes,yes,2
565,papua_new_guinea,yes,yes,yes,2
566,papua_new_guinea,yes,yes,yes,1
567,papua_new_guinea,yes,yes,yes,1
568,papua_new_guinea,yes,yes,yes,1
569,afghanistan,yes,yes,yes,2
570,afghanistan,yes,yes,yes,2
571,afghanistan,yes,yes,yes,2
572,afghanistan,yes,yes,yes,3
573,afghanistan,yes,yes,yes,2
574,afghanistan,yes,yes,yes,2
575,afghanistan,yes,yes,yes,1
576,afghanistan,yes,yes,yes,3
577,afghanistan,yes,yes,yes,2
578,afghanistan,yes,yes,yes,2
579,afghanistan,yes,yes,yes,1
580,afghanistan,yes,yes,neutral,2
581,afghanistan,yes,yes,yes,3
582,afghanistan,yes,yes,yes,2
583,afghanistan,yes,yes,yes,0
584,japan,yes,yes,yes,2
585,japan,yes,yes,yes,2
586,japan,yes,yes,yes,2
587,japan,yes,yes,yes,0
588,japan,yes,yes,yes,2
589,japan,yes,yes,yes,2
590,japan,yes,yes,yes,0
591,japan,yes,yes,yes,0
592,japan,yes,yes,yes,2
593,japan,yes,yes,yes,0
594,japan,yes,yes,yes,2
595,japan,yes,yes,yes,0
596,australia,yes,yes,yes,2
597,australia,yes,yes,yes,3
598,australia,yes,yes,yes,3
599,australia,yes,yes,yes,1
600,australia,yes,yes,yes,2
601,australia,yes,yes,yes,3
602,australia,yes,yes,yes,2
603,australia,yes,yes,yes,3
604,australia,yes,yes,yes,3
605,netherlands,yes,yes,yes,2
606,netherlands,yes,yes,yes,3
607,netherlands,yes,yes,yes,2
608,netherlands,yes,yes,yes,3
609,netherlands,yes,yes,yes,2
610,netherlands,yes,yes,yes,3
611,netherlands,yes,yes,yes,0
612,netherlands,yes,yes,yes,1
613,netherlands,yes,yes,yes,3
614,netherlands,yes,yes,yes,1
615,netherlands,yes,yes,yes,2
616,netherlands,yes,yes,yes,1
617,sri_lanka,yes,yes,yes,2
618,sri_lanka,yes,yes,yes,2
619,sri_lanka,yes,yes,yes,1
620,sri_lanka,yes,yes,yes,2
621,sri_lanka,yes,yes,yes,2
622,sri_lanka,yes,yes,yes,2
623,sri_lanka,yes,yes,yes,2
624,sri_lanka,yes,no,yes,1
625,sri_lanka,yes,yes,yes,2
626,sri_lanka,yes,yes,yes,1
627,sri_lanka,yes,yes,yes,2
628,sri_lanka,yes,yes,yes,2
629,indonesia,yes,yes,yes,1
630,indonesia,yes,yes,yes,2
631,indonesia,yes,yes,yes,3
632,indonesia,yes,yes,yes,1
633,indonesia,yes,yes,neutral,1
634,indonesia,yes,yes,yes,2
635,indonesia,yes,yes,yes,3
636,indonesia,yes,yes,yes,3
637,indonesia,yes,yes,yes,0
638,malaysia,yes,yes,yes,2
639,malaysia,yes,yes,yes,2
640,malaysia,yes,yes,yes,2
641,malaysia,yes,yes,yes,1
642,malaysia,yes,yes,yes,3
643,malaysia,yes,yes,yes,0
644,malaysia,yes,yes,yes,3
645,malaysia,yes,yes,yes,3
646,malaysia,yes,yes,yes,3
647,malaysia,yes,yes,yes,2
648,malaysia,yes,yes,yes,3
649,malaysia,yes,yes,yes,3
650,ethiopia,yes,yes,yes,3
651,ethiopia,yes,yes,yes,2
652,ethiopia,yes,yes,yes,2
653,ethiopia,yes,yes,yes,1
654,ethiopia,yes,yes,yes,1
655,ethiopia,yes,yes,yes,2
656,ethiopia,yes,yes,yes,2
657,ethiopia,yes,yes,yes,1
658,ethiopia,yes,yes,yes,3
659,ethiopia,yes,yes,yes,2
660,ethiopia,yes,yes,yes,2
661,ethiopia,yes,yes,yes,3
662,ethiopia,yes,yes,yes,3
663,ethiopia,yes,yes,yes,3
664,ethiopia,yes,yes,yes,1
665,bosnia_and_herzegovina,yes,yes,yes,3
666,bosnia_and_herzegovina,yes,yes,yes,1
667,bosnia_and_herzegovina,yes,yes,yes,3
668,bosnia_and_herzegovina,yes,yes,yes,1
669,bosnia_and_herzegovina,yes,yes,yes,0
670,bosnia_and_herzegovina,yes,yes,yes,0
671,bosnia_and_herzegovina,yes,yes,yes,3
672,bosnia_and_herzegovina,yes,yes,yes,1
673,bosnia_and_herzegovina,yes,yes,yes,2
674,bosnia_and_herzegovina,yes,yes,yes,2
675,bosnia_and_herzegovina,yes,yes,yes,3
676,bosnia_and_herzegovina,yes,yes,neutral,1
677,palestinian_territories,yes,yes,yes,3
678,palestinian_territories,yes,yes,yes,3
679,palestinian_territories,yes,yes,yes,2
680,palestinian_territories,yes,yes,yes,1
681,palestinian_territories,yes,yes,yes,2
682,palestinian_territories,yes,yes,yes,3
683,palestinian_territories,yes,yes,yes,0
684,palestinian_territories,yes,yes,yes,1
685,palestinian_territories,yes,yes,yes,3
686,palestinian_territories,yes,yes,yes,1
687,palestinian_territories,yes,yes,yes,1
688,palestinian_territories,yes,yes,yes,1
689,palestinian_territories,yes,yes,yes,2
690,palestinian_territories,yes,yes,yes,3
691,palestinian_territories,yes,yes,yes,2
692,syria,yes,yes,yes,2
693,syria,yes,yes,yes,3
694,syria,yes,yes,yes,2
695,syria,yes,yes,yes,0
696,syria,yes,yes,yes,0
697,syria,yes,yes,yes,0
698,kenya,yes,yes,yes,2
699,kenya,yes,yes,yes,2
700,kenya,yes,yes,yes,2
701,kenya,yes,yes,yes,2
702,kenya,yes,yes,yes,2
703,kenya,yes,yes,yes,2
704,kenya,yes,yes,yes,2
705,kenya,yes,yes,yes,1
706,kenya,yes,yes,yes,1
707,kenya,yes,yes,yes,3
708,kenya,yes,yes,yes,3
709,kenya,yes,yes,yes,3
710,new_zealand,yes,yes,yes,3
711,new_zealand,yes,yes,yes,3
712,new_zealand,yes,yes,yes,1
713,new_zealand,yes,yes,yes,1
714,new_zealand,yes,yes,yes,0
715,new_zealand,yes,yes,yes,1
716,new_zealand,yes,yes,yes,3
717,new_zealand,yes,yes,yes,3
718,new_zealand,yes,yes,yes,0
719,new_zealand,yes,yes,yes,3
720,new_zealand,yes,yes,yes,2
721,new_zealand,yes,yes,yes,3
722,new_zealand,yes,yes,yes,2
723,new_zealand,yes,yes,yes,0
724,new_zealand,yes,yes,yes,2
725,peru,yes,yes,yes,2
726,peru,yes,no,yes,1
727,peru,yes,yes,yes,2
728,peru,yes,yes,yes,1
729,peru,yes,yes,yes,2
730,peru,yes,yes,yes,2
731,peru,yes,yes,yes,3
732,peru,yes,yes,yes,2
733,peru,yes,yes,yes,2
734,peru,yes,yes,yes,0
735,peru,yes,yes,yes,1
736,peru,yes,yes,yes,3
737,laos,yes,yes,yes,2
738,laos,yes,yes,yes,2
739,laos,yes,yes,yes,2
740,laos,yes,yes,yes,0
741,laos,yes,yes,yes,2
742,laos,yes,yes,yes,3
743,laos,yes,yes,yes,2
744,laos,yes,yes,yes,3
745,laos,yes,yes,yes,3
746,laos,yes,yes,yes,3
747,laos,yes,yes,yes,3
748,laos,yes,yes,yes,3
749,cyprus,yes,yes,yes,1
750,cyprus,yes,yes,yes,2
751,cyprus,yes,yes,yes,2
752,cyprus,yes,yes,yes,3
753,cyprus,yes,yes,yes,2
754,cyprus,yes,yes,yes,3
755,cyprus,yes,yes,yes,3
756,cyprus,yes,yes,yes,3
757,cyprus,yes,yes,yes,3
758,cyprus,yes,yes,yes,2
759,cyprus,yes,yes,yes,3
760,cyprus,yes,yes,yes,2
761,india,yes,yes,yes,2
762,india,yes,yes,yes,3
763,india,yes,yes,yes,2
764,india,yes,yes,yes,1
765,india,yes,yes,yes,2
766,india,yes,yes,yes,3
767,india,yes,yes,yes,1
768,india,yes,yes,yes,3
769,india,yes,yes,yes,3
770,iran,yes,yes,yes,3
771,iran,yes,yes,yes,3
772,iran,yes,yes,yes,3
773,iran,yes,yes,yes,3
774,iran,yes,yes,yes,2
775,iran,yes,yes,yes,1
776,iran,yes,yes,yes,2
777,iran,yes,yes,yes,1
778,iran,yes,yes,yes,2
779,iran,yes,yes,yes,1
780,iran,yes,yes,yes,1
781,iran,yes,yes,yes,2
782,iran,yes,yes,yes,0
783,iran,yes,yes,yes,0
784,iran,yes,yes,yes,0
785,greece,yes,yes,yes,2
786,greece,yes,yes,yes,3
787,greece,yes,yes,yes,1
788,greece,yes,yes,yes,2
789,greece,yes,yes,yes,3
790,greece,yes,no,no,2
791,greece,yes,yes,yes,0
792,greece,yes,yes,yes,2
793,greece,yes,yes,yes,1
794,greece,yes,yes,yes,1
795,greece,yes,yes,yes,1
796,greece,yes,yes,yes,3
