row_index,country,gold,initial,final,cluster
130,north_macedonia,yes,yes,yes,3
131,italy,yes,yes,yes,3
132,italy,yes,yes,yes,1
133,italy,yes,yes,yes,3
134,italy,yes,yes,yes,3
135,italy,yes,yes,yes,1
136,italy,yes,yes,yes,3
137,italy,yes,yes,yes,1
138,italy,yes,no,yes,2
139,italy,yes,yes,yes,3
140,italy,yes,yes,yes,1
141,italy,yes,yes,yes,3
142,italy,yes,yes,yes,3
143,canada,yes,yes,yes,2
144,canada,yes,yes,yes,3
145,canada,yes,yes,yes,3
146,canada,yes,yes,yes,3
147,canada,yes,no,yes,2
148,canada,yes,no,yes,2
149,canada,yes,yes,yes,3
150,canada,yes,yes,yes,1
151,canada,yes,yes,yes,3
152,canada,yes,no,yes,2
153,canada,yes,yes,yes,3
154,canada,yes,yes,yes,3
155,iraq,yes,yes,yes,0
156,iraq,yes,yes,yes,3
157,iraq,yes,yes,yes,2
158,iraq,yes,yes,yes,0
159,iraq,yes,yes,yes,1
160,iraq,yes,yes,yes,3
161,iraq,yes,no,yes,2
162,iraq,yes,no,yes,0
163,iraq,yes,no,yes,2
164,iraq,yes,no,yes,2
165,iraq,yes,yes,yes,1
166,iraq,yes,no,yes,2
167,united_kingdom,yes,yes,yes,3
168,united_kingdom,yes,yes,yes,3
169,united_kingdom,yes,yes,yes,3
170,united_kingdom,yes,yes,yes,3
171,united_kingdom,no,no,yes,3
172,united_kingdom,yes,yes,yes,0
173,united_kingdom,yes,yes,yes,3
174,united_kingdom,yes,yes,yes,3
175,united_kingdom,yes,yes,yes,3
176,singapore,yes,yes,yes,3
177,singapore,yes,yes,yes,2
178,singapore,yes,yes,yes,0
179,singapore,yes,yes,yes,2
180,singapore,yes,yes,yes,3
181,singapore,yes,yes,yes,0
182,singapore,yes,yes,yes,2
183,singapore,yes,no,yes,2
184,singapore,yes,yes,yes,3
185,singapore,yes,yes,yes,3
186,singapore,yes,yes,yes,1
187,singapore,yes,yes,yes,3
188,timor-leste,no,no,yes,2
189,timor-leste,yes,yes,yes,0
190,timor-leste,yes,neutral,yes,3
191,timor-leste,yes,no,yes,2
192,timor-leste,yes,yes,yes,1
193,timor-leste,yes,yes,yes,3
194,timor-leste,yes,yes,yes,3
195,timor-leste,yes,yes,yes,2
196,timor-leste,yes,no,yes,2
197,timor-leste,yes,yes,yes,3
198,timor-leste,yes,yes,yes,3
199,timor-leste,yes,yes,yes,3
200,poland,yes,yes,yes,3
201,poland,yes,yes,yes,3
202,poland,yes,yes,yes,3
203,poland,yes,yes,yes,0
204,poland,yes,yes,yes,3
205,poland,yes,yes,yes,3
206,poland,yes,yes,yes,3
207,poland,yes,yes,yes,0
208,poland,yes,yes,yes,3
209,poland,yes,no,yes,0
210,poland,yes,no,yes,3
211,poland,yes,no,yes,1
212,pakistan,yes,no,yes,3
213,pakistan,yes,no,yes,1
214,pakistan,yes,yes,yes,2
215,pakistan,yes,yes,yes,3
216,pakistan,yes,yes,yes,1
217,pakistan,yes,yes,yes,1
218,pakistan,yes,yes,yes,1
219,pakistan,yes,yes,yes,1
220,pakistan,yes,yes,yes,3
221,pakistan,yes,yes,yes,3
222,pakistan,yes,yes,yes,3
223,pakistan,yes,yes,yes,3
224,mexico,yes,yes,yes,3
225,mexico,yes,yes,yes,3
226,mexico,yes,yes,yes,3
227,mexico,yes,yes,yes,3
228,mexico,yes,yes,yes,3
229,mexico,yes,no,yes,2
230,mexico,yes,yes,yes,0
231,mexico,yes,yes,yes,1
232,mexico,yes,yes,yes,0
233,mexico,yes,no,yes,1
234,mexico,yes,yes,yes,3
235,mexico,yes,yes,yes,3
236,argentina,yes,yes,yes,3
237,argentina,yes,yes,yes,3
238,argentina,yes,yes,yes,3
239,argentina,yes,yes,yes,3
240,argentina,yes,yes,yes,0
241,argentina,yes,yes,yes,3
242,argentina,yes,yes,yes,1
243,argentina,yes,yes,yes,3
244,argentina,yes,yes,yes,3
245,argentina,yes,yes,yes,3
246,argentina,yes,yes,yes,3
247,argentina,yes,yes,yes,3
248,taiwan,yes,yes,yes,1
249,taiwan,yes,yes,yes,3
250,taiwan,yes,yes,yes,1
251,taiwan,yes,yes,yes,0
252,taiwan,yes,yes,yes,0
253,taiwan,yes,yes,yes,3
254,taiwan,yes,yes,yes,3
255,taiwan,yes,yes,yes,2
256,taiwan,yes,yes,yes,3
257,taiwan,yes,yes,yes,0
258,taiwan,yes,yes,yes,3
259,taiwan,yes,yes,yes,0
260,somalia,yes,yes,yes,3
261,somalia,yes,yes,yes,3
262,somalia,yes,no,yes,2
263,somalia,yes,no,yes,2
264,somalia,yes,yes,yes,0
265,somalia,yes,yes,yes,1
266,somalia,yes,yes,yes,1
267,somalia,yes,no,yes,1
268,somalia,yes,yes,yes,3
269,somalia,yes,yes,yes,0
270,somalia,yes,no,yes,2
271,somalia,yes,yes,yes,0
272,somalia,yes,yes,yes,0
273,somalia,yes,yes,yes,3
274,somalia,yes,no,yes,3
275,serbia,yes,no,yes,2
276,serbia,yes,yes,yes,3
277,serbia,yes,yes,yes,3
278,serbia,yes,yes,yes,3
279,serbia,yes,yes,yes,2
280,serbia,yes,yes,yes,1
281,serbia,yes,yes,yes,3
282,serbia,yes,yes,yes,0
283,serbia,yes,yes,yes,0
284,serbia,yes,yes,yes,2
285,serbia,yes,yes,yes,1
286,serbia,yes,yes,yes,3
287,sweden,yes,yes,yes,0
288,sweden,yes,yes,yes,3
289,sweden,yes,no,yes,1
290,sweden,yes,yes,yes,3
291,sweden,yes,no,yes,2
292,sweden,yes,yes,yes,0
293,sweden,yes,yes,yes,0
294,sweden,yes,yes,yes,3
295,sweden,yes,no,yes,0
296,sweden,yes,yes,yes,0
297,sweden,yes,yes,yes,1
298,sweden,yes,yes,yes,3
299,south_korea,yes,yes,yes,3
300,south_korea,yes,yes,yes,1
301,south_korea,yes,yes,yes,3
302,south_korea,yes,yes,yes,0
303,south_korea,yes,yes,yes,3
304,south_korea,yes,yes,yes,3
305,south_korea,yes,yes,yes,3
306,south_korea,yes,yes,yes,3
307,south_korea,yes,no,yes,3
308,myanmar,yes,yes,yes,3
309,myanmar,yes,yes,yes,1
310,myanmar,yes,yes,yes,3
311,myanmar,yes,yes,yes,1
312,myanmar,yes,yes,yes,3
313,myanmar,yes,yes,yes,3
314,myanmar,yes,no,yes,2
315,myanmar,yes,yes,yes,3
316,myanmar,yes,yes,yes,1
317,myanmar,yes,yes,yes,3
318,myanmar,yes,yes,yes,1
319,myanmar,yes,no,yes,3
320,myanmar,yes,yes,yes,0
321,myanmar,yes,yes,yes,0
322,myanmar,yes,yes,yes,0
323,malta,yes,yes,yes,2
324,malta,yes,yes,yes,2
325,malta,yes,yes,yes,3
326,malta,yes,yes,yes,3
327,malta,yes,yes,yes,3
328,malta,yes,yes,yes,3
329,malta,yes,yes,yes,3
330,malta,yes,yes,yes,3
331,malta,yes,yes,yes,2
332,malta,yes,no,yes,2
333,malta,yes,yes,yes,3
334,malta,yes,yes,yes,3
335,china,yes,yes,yes,3
336,china,yes,yes,yes,3
337,china,yes,yes,yes,3
338,china,yes,no,yes,2
339,china,yes,yes,yes,3
340,china,yes,no,yes,2
341,china,yes,yes,yes,3
342,china,yes,yes,yes,1
343,china,yes,yes,yes,1
344,china,yes,yes,yes,3
345,china,yes,yes,yes,3
346,china,yes,yes,yes,3
347,germany,yes,yes,yes,3
348,germany,yes,yes,yes,3
349,germany,yes,yes,yes,3
350,germany,yes,yes,yes,3
351,germany,yes,yes,yes,3
352,germany,yes,yes,yes,3
353,germany,yes,yes,yes,0
354,germany,yes,yes,yes,0
355,germany,yes,yes,yes,2
356,germany,yes,yes,yes,3
357,germany,yes,yes,yes,1
358,germany,yes,yes,yes,3
359,germany,yes,no,yes,2
360,germany,yes,yes,yes,2
361,germany,yes,no,yes,2
362,ukraine,yes,yes,yes,3
363,ukraine,yes,yes,yes,3
364,ukraine,yes,no,yes,3
365,ukraine,yes,yes,yes,1
366,ukraine,yes,yes,yes,0
367,ukraine,yes,yes,yes,3
368,ukraine,yes,yes,yes,3
369,ukraine,yes,no,yes,1
370,ukraine,yes,yes,yes,0
371,ukraine,yes,yes,yes,1
372,ukraine,yes,yes,yes,3
373,ukraine,yes,yes,yes,3
374,ukraine,yes,no,yes,3
375,ukraine,yes,yes,yes,0
376,ukraine,yes,yes,yes,2
377,romania,yes,yes,yes,3
378,romania,yes,yes,yes,3
379,romania,yes,yes,yes,3
380,romania,yes,yes,yes,3
381,romania,yes,yes,yes,3
382,romania,yes,yes,yes,3
383,romania,yes,yes,yes,3
384,romania,yes,yes,yes,3
385,romania,yes,yes,yes,3
386,romania,yes,yes,yes,3
387,romania,yes,yes,yes,1
388,romania,yes,yes,yes,1
389,russia,yes,yes,yes,3
390,russia,yes,yes,yes,3
391,russia,yes,yes,yes,3
392,russia,yes,yes,yes,3
393,russia,yes,yes,yes,3
394,russia,yes,no,yes,1
395,russia,yes,yes,yes,3
396,russia,yes,yes,yes,1
397,russia,yes,yes,yes,1
398,russia,yes,no,yes,1
399,russia,yes,yes,yes,2
400,russia,yes,yes,yes,1
401,nepal,yes,no,yes,1
402,nepal,yes,yes,yes,3
403,nepal,yes,yes,yes,3
404,nepal,yes,yes,yes,3
405,nepal,yes,yes,yes,1
406,nepal,yes,yes,yes,3
407,nepal,yes,yes,yes,3
408,nepal,yes,yes,yes,1
409,nepal,yes,no,yes,1
410,nepal,yes,yes,yes,1
411,nepal,yes,yes,yes,3
412,nepal,yes,yes,yes,3
413,bangladesh,yes,yes,yes,3
414,bangladesh,yes,yes,yes,3
415,bangladesh,yes,yes,yes,3
416,bangladesh,yes,no,yes,1
417,bangladesh,yes,no,yes,2
418,bangladesh,yes,no,yes,2
419,bangladesh,yes,yes,yes,3
420,bangladesh,yes,yes,yes,1
421,bangladesh,yes,yes,yes,3
422,bangladesh,yes,no,yes,1
423,bangladesh,yes,no,yes,1
424,bangladesh,yes,yes,yes,1
425,portugal,yes,yes,yes,3
426,portugal,yes,yes,yes,3
427,portugal,yes,no,yes,1
428,portugal,yes,yes,yes,3
429,portugal,yes,no,yes,3
430,portugal,yes,no,yes,1
431,portugal,yes,yes,yes,3
432,portugal,yes,no,yes,2
433,portugal,yes,yes,yes,3
434,portugal,yes,yes,yes,3
435,portugal,yes,yes,yes,3
436,portugal,yes,yes,yes,3
437,thailand,yes,yes,yes,3
438,thailand,yes,yes,yes,3
439,thailand,yes,yes,yes,3
440,thailand,yes,yes,yes,1
441,thailand,yes,yes,yes,3
442,thailand,yes,yes,yes,3
443,thailand,yes,yes,yes,3
444,thailand,yes,yes,yes,1
445,thailand,yes,yes,yes,1
446,thailand,yes,no,yes,1
447,thailand,yes,yes,yes,3
448,thailand,yes,yes,yes,3
449,france,yes,no,yes,2
450,france,yes,yes,yes,3
451,france,yes,no,yes,2
452,france,yes,yes,yes,3
453,france,yes,yes,yes,3
454,france,yes,yes,yes,3
455,france,yes,yes,yes,0
456,france,yes,yes,yes,3
457,france,yes,yes,yes,0
458,france,yes,yes,yes,0
459,france,yes,yes,yes,0
460,france,yes,yes,yes,1
461,ireland,yes,no,yes,2
462,ireland,yes,no,yes,2
463,ireland,yes,yes,yes,2
464,ireland,yes,yes,yes,3
465,ireland,yes,yes,yes,1
466,ireland,yes,yes,yes,3
467,ireland,yes,yes,yes,3
468,ireland,yes,yes,yes,3
469,ireland,yes,yes,yes,3
470,ireland,yes,yes,yes,3
471,ireland,yes,yes,yes,3
472,ireland,yes,yes,yes,3
473,ireland,yes,yes,yes,3
474,ireland,yes,yes,yes,0
475,ireland,yes,yes,yes,1
476,croatia,yes,yes,yes,3
477,croatia,yes,yes,yes,3
478,croatia,yes,yes,yes,3
479,croatia,yes,yes,yes,3
480,croatia,yes,yes,yes,1
481,croatia,yes,yes,yes,3
482,croatia,yes,yes,yes,3
483,croatia,yes,yes,yes,3
484,croatia,yes,yes,yes,3
485,croatia,yes,yes,yes,3
486,croatia,yes,no,yes,1
487,croatia,yes,yes,yes,3
488,mauritius,yes,yes,yes,3
489,mauritius,yes,yes,yes,3
490,mauritius,yes,yes,yes,1
491,mauritius,yes,yes,yes,0
492,mauritius,yes,yes,yes,3
493,mauritius,yes,yes,yes,1
494,mauritius,yes,yes,yes,3
495,mauritius,yes,yes,yes,3
496,mauritius,yes,yes,yes,2
497,mauritius,yes,no,yes,1
498,mauritius,yes,no,yes,2
499,mauritius,yes,yes,yes,2
500,fiji,yes,yes,yes,3
501,fiji,yes,yes,yes,0
502,fiji,yes,no,yes,1
503,fiji,yes,yes,yes,1
504,fiji,yes,yes,yes,0
505,fiji,yes,yes,yes,3
506,fiji,yes,no,yes,2
507,fiji,yes,yes,yes,3
508,fiji,yes,no,yes,0
509,austria,yes,no,yes,2
510,austria,yes,yes,yes,3
511,austria,yes,yes,yes,3
512,austria,yes,yes,yes,3
513,austria,yes,yes,yes,3
514,austria,yes,yes,yes,3
515,austria,yes,yes,yes,3
516,austria,yes,yes,yes,3
517,austria,yes,yes,yes,3
518,austria,yes,no,yes,2
519,austria,yes,yes,yes,0
520,austria,yes,no,yes,2
521,brazil,yes,yes,yes,2
522,brazil,yes,yes,yes,3
523,brazil,yes,yes,yes,2
524,brazil,yes,yes,yes,3
525,brazil,yes,yes,yes,1
526,brazil,yes,neutral,yes,1
527,brazil,yes,yes,yes,3
528,brazil,yes,no,yes,1
529,brazil,yes,yes,yes,3
530,brazil,yes,yes,yes,1
531,brazil,yes,yes,yes,2
532,brazil,yes,no,yes,2
533,south_africa,yes,yes,yes,3
534,south_africa,yes,yes,yes,3
535,south_africa,yes,yes,yes,3
536,south_africa,yes,yes,yes,0
537,south_africa,yes,yes,yes,1
538,south_africa,yes,yes,yes,3
539,south_africa,yes,yes,yes,3
540,south_africa,yes,yes,yes,3
541,south_africa,yes,yes,yes,3
542,south_africa,yes,yes,yes,3
543,south_africa,yes,yes,yes,3
544,south_africa,yes,yes,yes,2
545,chile,yes,no,yes,2
546,chile,no,no,yes,1
547,chile,yes,no,yes,2
548,chile,yes,yes,yes,2
549,chile,yes,no,yes,2
550,chile,yes,yes,yes,2
551,chile,yes,yes,yes,3
552,chile,yes,yes,yes,1
553,chile,yes,no,yes,2
554,chile,yes,yes,yes,2
555,chile,yes,no,yes,2
556,chile,yes,yes,yes,1
557,papua_new_guinea,yes,no,yes,2
558,papua_new_guinea,yes,yes,yes,2
559,papua_new_guinea,yes,no,yes,2
560,papua_new_guinea,yes,yes,yes,3
561,papua_new_guinea,yes,yes,yes,3
562,papua_new_guinea,yes,yes,yes,1
563,papua_new_guinea,yes,yes,yes,0
564,papua_new_guinea,yes,yes,yes,3
565,papua_new_guinea,yes,yes,yes,1
566,papua_new_guinea,yes,yes,yes,3
567,papua_new_guinea,yes,yes,yes,3
568,papua_new_guinea,yes,yes,yes,3
569,afghanistan,yes,no,yes,1
570,afghanistan,yes,no,yes,2
571,afghanistan,yes,yes,yes,3
572,afghanistan,yes,yes,yes,2
573,afghanistan,yes,no,yes,1
574,afghanistan,yes,no,yes,2
575,afghanistan,yes,yes,yes,3
576,afghanistan,yes,yes,yes,3
577,afghanistan,yes,no,yes,2
578,afghanistan,yes,no,yes,2
579,afghanistan,yes,no,yes,2
580,afghanistan,yes,yes,yes,2
581,afghanistan,yes,yes,yes,0
582,afghanistan,yes,no,yes,2
583,afghanistan,yes,no,yes,0
584,japan,yes,yes,yes,1
585,japan,yes,yes,yes,3
586,japan,yes,no,yes,2
587,japan,yes,yes,yes,0
588,japan,yes,yes,yes,3
589,japan,yes,yes,yes,3
590,japan,yes,yes,yes,0
591,japan,yes,yes,yes,0
592,japan,yes,no,yes,3
593,japan,yes,yes,yes,0
594,japan,yes,yes,yes,3
595,japan,yes,yes,yes,0
596,australia,yes,no,yes,2
597,australia,yes,yes,yes,0
598,australia,yes,yes,yes,3
599,australia,yes,yes,yes,3
600,australia,yes,yes,yes,3
601,australia,yes,yes,yes,3
602,australia,yes,yes,yes,3
603,australia,yes,yes,yes,3
604,australia,yes,no,yes,2
605,netherlands,yes,yes,yes,2
606,netherlands,yes,yes,yes,3
607,netherlands,yes,no,yes,2
608,netherlands,yes,yes,yes,1
609,netherlands,yes,yes,yes,3
610,netherlands,yes,yes,yes,3
611,netherlands,yes,yes,yes,0
612,netherlands,yes,yes,yes,3
613,netherlands,yes,yes,yes,3
614,netherlands,yes,yes,yes,3
615,netherlands,yes,yes,yes,2
616,netherlands,yes,yes,yes,3
617,sri_lanka,yes,yes,yes,1
618,sri_lanka,yes,yes,yes,3
619,sri_lanka,yes,yes,yes,3
620,sri_lanka,yes,yes,yes,3
621,sri_lanka,yes,yes,yes,3
622,sri_lanka,yes,yes,yes,3
623,sri_lanka,yes,yes,yes,3
624,sri_lanka,yes,yes,yes,1
625,sri_lanka,yes,yes,yes,3
626,sri_lanka,yes,yes,yes,3
627,sri_lanka,yes,yes,yes,3
628,sri_lanka,yes,yes,yes,3
629,indonesia,yes,yes,yes,3
630,indonesia,yes,yes,yes,3
631,indonesia,yes,yes,yes,3
632,indonesia,yes,no,yes,1
633,indonesia,yes,no,yes,2
634,indonesia,yes,yes,yes,3
635,indonesia,yes,yes,yes,1
636,indonesia,yes,yes,yes,3
637,indonesia,yes,yes,yes,0
638,malaysia,yes,yes,yes,1
639,malaysia,yes,yes,yes,3
640,malaysia,yes,yes,yes,3
641,malaysia,yes,yes,yes,3
642,malaysia,yes,yes,yes,3
643,malaysia,yes,yes,yes,0
644,malaysia,yes,yes,yes,3
645,malaysia,yes,yes,yes,3
646,malaysia,yes,yes,yes,1
647,malaysia,yes,yes,yes,2
648,malaysia,yes,yes,yes,2
649,malaysia,yes,no,yes,0
650,ethiopia,yes,yes,yes,0
651,ethiopia,yes,yes,yes,3
652,ethiopia,yes,no,yes,1
653,ethiopia,yes,yes,yes,3
654,ethiopia,yes,yes,yes,3
655,ethiopia,yes,yes,yes,3
656,ethiopia,yes,yes,yes,3
657,ethiopia,yes,yes,yes,3
658,ethiopia,yes,yes,yes,3
659,ethiopia,yes,yes,yes,1
660,ethiopia,yes,yes,yes,3
661,ethiopia,yes,yes,yes,3
662,ethiopia,yes,yes,yes,2
663,ethiopia,yes,yes,yes,3
664,ethiopia,yes,yes,yes,3
665,bosnia_and_herzegovina,yes,no,yes,2
666,bosnia_and_herzegovina,yes,yes,yes,3
667,bosnia_and_herzegovina,yes,yes,yes,0
668,bosnia_and_herzegovina,yes,yes,yes,3
669,bosnia_and_herzegovina,yes,no,yes,0
670,bosnia_and_herzegovina,yes,yes,yes,0
671,bosnia_and_herzegovina,yes,yes,yes,3
672,bosnia_and_herzegovina,yes,yes,yes,2
673,bosnia_and_herzegovina,yes,no,yes,2
674,bosnia_and_herzegovina,yes,yes,yes,3
675,bosnia_and_herzegovina,yes,yes,yes,2
676,bosnia_and_herzegovina,yes,yes,yes,2
677,palestinian_territories,yes,no,yes,1
678,palestinian_territories,yes,no,yes,2
679,palestinian_territories,yes,yes,yes,1
680,palestinian_territories,yes,no,yes,1
681,palestinian_territories,yes,yes,yes,3
682,palestinian_territories,yes,yes,yes,0
683,palestinian_territories,yes,yes,yes,0
684,palestinian_territories,yes,yes,yes,1
685,palestinian_territories,yes,yes,yes,0
686,palestinian_territories,yes,yes,yes,1
687,palestinian_territories,yes,yes,yes,3
688,palestinian_territories,yes,yes,yes,2
689,palestinian_territories,yes,yes,yes,1
690,palestinian_territories,yes,yes,yes,1
691,palestinian_territories,yes,yes,yes,3
692,syria,yes,no,yes,3
693,syria,yes,no,yes,1
694,syria,yes,yes,yes,1
695,syria,yes,yes,yes,0
696,syria,yes,no,yes,0
697,syria,yes,yes,yes,0
698,kenya,yes,yes,yes,3
699,kenya,yes,yes,yes,3
700,kenya,yes,yes,yes,3
701,kenya,yes,yes,yes,3
702,kenya,yes,no,yes,2
703,kenya,yes,yes,yes,3
704,kenya,yes,yes,yes,3
705,kenya,yes,yes,yes,1
706,kenya,yes,no,yes,1
707,kenya,yes,yes,yes,1
708,kenya,yes,no,yes,1
709,kenya,yes,no,yes,2
710,new_zealand,yes,yes,yes,3
711,new_zealand,yes,yes,yes,3
712,new_zealand,yes,yes,yes,3
713,new_zealand,yes,yes,yes,3
714,new_zealand,yes,yes,yes,0
715,new_zealand,yes,yes,yes,3
716,new_zealand,yes,yes,yes,3
717,new_zealand,yes,no,yes,2
718,new_zealand,yes,yes,yes,0
719,new_zealand,yes,yes,yes,3
720,new_zealand,yes,yes,yes,2
721,new_zealand,yes,yes,yes,3
722,new_zealand,yes,no,yes,2
723,new_zealand,yes,no,yes,0
724,new_zealand,yes,yes,yes,3
725,peru,yes,yes,yes,2
726,peru,yes,no,yes,2
727,peru,yes,no,yes,2
728,peru,yes,yes,yes,3
729,peru,yes,no,yes,2
730,peru,yes,yes,yes,3
731,peru,yes,yes,yes,3
732,peru,yes,yes,yes,1
733,peru,yes,yes,yes,3
734,peru,yes,yes,yes,0
735,peru,yes,no,yes,1
736,peru,yes,yes,yes,3
737,laos,yes,yes,yes,3
738,laos,yes,yes,yes,3
739,laos,yes,yes,yes,3
740,laos,yes,yes,yes,0
741,laos,yes,yes,yes,3
742,laos,yes,yes,yes,1
743,laos,yes,no,yes,2
744,laos,yes,yes,yes,0
745,laos,yes,no,yes,2
746,laos,yes,yes,yes,1
747,laos,yes,yes,yes,3
748,laos,yes,no,yes,0
749,cyprus,yes,yes,yes,3
750,cyprus,yes,no,yes,2
751,cyprus,yes,yes,yes,3
752,cyprus,yes,yes,yes,0
753,cyprus,yes,no,yes,2
754,cyprus,yes,yes,yes,3
755,cyprus,yes,yes,yes,0
756,cyprus,yes,yes,yes,0
757,cyprus,yes,yes,yes,3
758,cyprus,yes,yes,yes,1
759,cyprus,yes,yes,yes,1
760,cyprus,yes,yes,yes,3
761,india,yes,yes,yes,1
762,india,yes,yes,yes,3
763,india,yes,yes,yes,3
764,india,yes,yes,yes,3
765,india,yes,yes,yes,3
766,india,yes,yes,yes,3
767,india,yes,yes,yes,3
768,india,yes,yes,yes,3
769,india,yes,yes,yes,0
770,iran,yes,yes,yes,1
771,iran,yes,no,yes,0
772,iran,yes,yes,yes,1
773,iran,yes,no,yes,2
774,iran,yes,yes,yes,1
775,iran,yes,yes,yes,3
776,iran,yes,no,yes,3
777,iran,yes,no,yes,2
778,iran,yes,yes,yes,3
779,iran,yes,no,yes,2
780,iran,yes,no,yes,3
781,iran,yes,yes,yes,2
782,iran,yes,no,yes,0
783,iran,yes,yes,yes,0
784,iran,yes,no,yes,0
785,greece,yes,yes,yes,3
786,greece,yes,no,yes,1
787,greece,yes,yes,yes,3
788,greece,yes,no,yes,2
789,greece,yes,yes,yes,3
790,greece,yes,no,yes,1
791,greece,yes,yes,yes,3
792,greece,yes,no,yes,2
793,greece,yes,yes,yes,3
794,greece,yes,no,yes,2
795,greece,yes,no,yes,1
796,greece,yes,yes,yes,3
797,venezuela,yes,yes,yes,2
798,venezuela,yes,yes,yes,3
799,venezuela,yes,yes,yes,3
800,venezuela,yes,yes,yes,1
801,venezuela,yes,yes,yes,3
802,venezuela,yes,yes,yes,2
803,venezuela,yes,yes,yes,3
804,venezuela,yes,yes,yes,3
805,venezuela,yes,yes,yes,2
