row_index,country,gold,initial,final,cluster
85,hong_kong,yes,yes,yes,1
86,hong_kong,yes,yes,yes,1
87,hong_kong,yes,yes,yes,3
88,hong_kong,yes,yes,yes,0
89,hong_kong,yes,yes,no,2
90,hong_kong,yes,yes,yes,2
91,hong_kong,yes,yes,yes,1
92,hong_kong,yes,yes,no,3
93,hong_kong,yes,yes,yes,0
94,hong_kong,yes,yes,yes,1
95,hong_kong,yes,yes,no,0
96,colombia,yes,yes,yes,2
97,colombia,yes,yes,yes,1
98,colombia,yes,yes,yes,1
99,colombia,yes,yes,yes,2
100,colombia,yes,yes,yes,2
101,colombia,yes,yes,yes,2
102,colombia,yes,yes,yes,1
103,colombia,yes,yes,yes,2
104,colombia,yes,yes,yes,2
105,colombia,yes,yes,yes,2
106,colombia,yes,yes,yes,2
107,colombia,yes,yes,yes,2
108,vietnam,yes,yes,yes,1
109,vietnam,yes,yes,yes,1
110,vietnam,yes,yes,yes,1
111,vietnam,yes,yes,yes,1
112,vietnam,yes,yes,yes,2
113,vietnam,yes,yes,yes,1
114,vietnam,yes,yes,yes,1
115,vietnam,yes,yes,yes,1
116,vietnam,yes,yes,yes,2
117,vietnam,yes,yes,yes,1
118,vietnam,yes,yes,yes,1
119,vietnam,yes,yes,yes,2
120,north_macedonia,yes,neutral,neutral,3
121,north_macedonia,yes,no,no,3
122,north_macedonia,yes,yes,yes,1
123,north_macedonia,yes,yes,yes,1
124,north_macedonia,yes,yes,yes,1
125,north_macedonia,yes,yes,yes,2
126,north_macedonia,yes,yes,yes,1
127,north_macedonia,yes,yes,yes,2
128,north_macedonia,yes,yes,yes,2
129,north_macedonia,yes,yes,yes,1
130,north_macedonia,yes,yes,no,1
131,italy,yes,yes,yes,1
132,italy,yes,yes,yes,1
133,italy,yes,yes,yes,1
134,italy,yes,yes,yes,1
135,italy,yes,yes,yes,2
136,italy,yes,yes,yes,1
137,italy,yes,yes,yes,2
138,italy,yes,yes,yes,2
139,italy,yes,yes,yes,1
140,italy,yes,yes,yes,3
141,italy,yes,yes,yes,2
142,italy,yes,yes,yes,2
143,canada,yes,yes,yes,1
144,canada,yes,yes,yes,2
145,canada,yes,yes,no,2
146,canada,yes,yes,yes,2
147,canada,yes,yes,yes,1
148,canada,yes,yes,yes,1
149,canada,yes,yes,yes,1
150,canada,yes,yes,yes,1
151,canada,yes,yes,yes,1
152,canada,yes,yes,yes,2
153,canada,yes,yes,yes,3
154,canada,yes,yes,yes,2
155,iraq,yes,yes,yes,0
156,iraq,yes,yes,yes,1
157,iraq,yes,yes,yes,0
158,iraq,yes,yes,yes,0
159,iraq,yes,yes,yes,1
160,iraq,yes,yes,yes,1
161,iraq,yes,yes,no,3
162,iraq,yes,yes,yes,2
163,iraq,yes,yes,yes,3
164,iraq,yes,yes,no,2
165,iraq,yes,yes,no,2
166,iraq,yes,yes,yes,2
167,united_kingdom,yes,yes,yes,2
168,united_kingdom,yes,yes,yes,2
169,united_kingdom,yes,yes,yes,2
170,united_kingdom,yes,yes,yes,1
171,united_kingdom,no,yes,yes,1
172,united_kingdom,yes,yes,yes,2
173,united_kingdom,yes,yes,yes,2
174,united_kingdom,yes,yes,yes,2
175,united_kingdom,yes,yes,yes,1
176,singapore,yes,yes,yes,1
177,singapore,yes,yes,yes,1
178,singapore,yes,yes,yes,2
179,singapore,yes,yes,yes,2
180,singapore,yes,yes,yes,2
181,singapore,yes,yes,yes,0
182,singapore,yes,yes,yes,1
183,singapore,yes,yes,yes,1
184,singapore,yes,yes,yes,3
185,singapore,yes,yes,yes,1
186,singapore,yes,yes,yes,2
187,singapore,yes,yes,yes,2
188,timor-leste,no,yes,yes,2
189,timor-leste,yes,yes,yes,0
190,timor-leste,yes,yes,yes,1
191,timor-leste,yes,yes,yes,2
192,timor-leste,yes,yes,yes,3
193,timor-leste,yes,yes,yes,1
194,timor-leste,yes,yes,yes,1
195,timor-leste,yes,yes,yes,1
196,timor-leste,yes,yes,yes,2
197,timor-leste,yes,yes,yes,1
198,timor-leste,yes,yes,yes,1
199,timor-leste,yes,yes,yes,1
200,poland,yes,yes,yes,1
201,poland,yes,yes,yes,1
202,poland,yes,yes,yes,1
203,poland,yes,yes,yes,2
204,poland,yes,yes,yes,3
205,poland,yes,yes,yes,2
206,poland,yes,yes,yes,2
207,poland,yes,yes,yes,0
208,poland,yes,yes,yes,0
209,poland,yes,yes,yes,0
210,poland,yes,yes,yes,1
211,poland,yes,yes,yes,1
212,pakistan,yes,yes,no,1
213,pakistan,yes,yes,yes,3
214,pakistan,yes,yes,yes,2
215,pakistan,yes,yes,yes,1
216,pakistan,yes,yes,yes,2
217,pakistan,yes,yes,yes,1
218,pakistan,yes,yes,yes,2
219,pakistan,yes,yes,yes,3
220,pakistan,yes,yes,yes,1
221,pakistan,yes,yes,yes,1
222,pakistan,yes,yes,yes,1
223,pakistan,yes,yes,neutral,3
224,mexico,yes,yes,yes,2
225,mexico,yes,yes,yes,2
226,mexico,yes,yes,yes,2
227,mexico,yes,yes,yes,1
228,mexico,yes,yes,yes,1
229,mexico,yes,yes,yes,1
230,mexico,yes,yes,yes,0
231,mexico,yes,yes,yes,2
232,mexico,yes,yes,yes,2
233,mexico,yes,yes,no,3
234,mexico,yes,yes,yes,2
235,mexico,yes,yes,yes,2
236,argentina,yes,yes,yes,2
237,argentina,yes,yes,yes,2
238,argentina,yes,yes,yes,1
239,argentina,yes,yes,yes,3
240,argentina,yes,yes,yes,0
241,argentina,yes,yes,yes,1
242,argentina,yes,yes,yes,2
243,argentina,yes,yes,yes,1
244,argentina,yes,yes,yes,1
245,argentina,yes,yes,yes,1
246,argentina,yes,yes,yes,2
247,argentina,yes,yes,yes,2
248,taiwan,yes,yes,yes,1
249,taiwan,yes,yes,yes,1
250,taiwan,yes,yes,yes,1
251,taiwan,yes,yes,yes,0
252,taiwan,yes,yes,yes,2
253,taiwan,yes,yes,yes,2
254,taiwan,yes,yes,yes,2
255,taiwan,yes,yes,yes,1
256,taiwan,yes,yes,yes,1
257,taiwan,yes,yes,yes,0
258,taiwan,yes,yes,yes,0
259,taiwan,yes,yes,yes,2
260,somalia,yes,yes,yes,1
261,somalia,yes,yes,yes,2
262,somalia,yes,yes,yes,1
263,somalia,yes,yes,yes,2
264,somalia,yes,yes,no,0
265,somalia,yes,yes,yes,2
266,somalia,yes,yes,yes,1
267,somalia,yes,yes,yes,1
268,somalia,yes,yes,yes,1
269,somalia,yes,yes,yes,2
270,somalia,yes,yes,no,3
271,somalia,yes,yes,yes,0
272,somalia,yes,yes,yes,2
273,somalia,yes,yes,yes,2
274,somalia,yes,yes,yes,2
275,serbia,yes,yes,yes,1
276,serbia,yes,yes,yes,1
277,serbia,yes,yes,yes,1
278,serbia,yes,yes,yes,3
279,serbia,yes,yes,yes,1
280,serbia,yes,yes,yes,1
281,serbia,yes,yes,yes,1
282,serbia,yes,yes,yes,2
283,serbia,yes,yes,yes,2
284,serbia,yes,yes,yes,2
285,serbia,yes,yes,no,3
286,serbia,yes,yes,yes,2
287,sweden,yes,yes,yes,2
288,sweden,yes,yes,yes,1
289,sweden,yes,yes,no,2
290,sweden,yes,yes,yes,1
291,sweden,yes,yes,yes,2
292,sweden,yes,yes,yes,2
293,sweden,yes,yes,yes,2
294,sweden,yes,yes,yes,1
295,sweden,yes,yes,yes,2
296,sweden,yes,yes,yes,0
297,sweden,yes,yes,yes,2
298,sweden,yes,yes,yes,1
299,south_korea,yes,yes,yes,1
300,south_korea,yes,yes,yes,2
301,south_korea,yes,yes,yes,1
302,south_korea,yes,yes,yes,2
303,south_korea,yes,yes,yes,1
304,south_korea,yes,yes,yes,1
305,south_korea,yes,yes,yes,1
306,south_korea,yes,yes,yes,1
307,south_korea,yes,yes,yes,1
308,myanmar,yes,yes,yes,2
309,myanmar,yes,yes,yes,1
310,myanmar,yes,yes,yes,2
311,myanmar,yes,yes,yes,1
312,myanmar,yes,yes,yes,2
313,myanmar,yes,yes,yes,1
314,myanmar,yes,yes,yes,1
315,myanmar,yes,yes,yes,1
316,myanmar,yes,yes,yes,1
317,myanmar,yes,yes,yes,2
318,myanmar,yes,yes,yes,1
319,myanmar,yes,yes,yes,2
320,myanmar,yes,yes,yes,2
321,myanmar,yes,yes,yes,2
322,myanmar,yes,yes,yes,0
323,malta,yes,yes,yes,3
324,malta,yes,yes,yes,2
325,malta,yes,yes,yes,1
326,malta,yes,yes,yes,1
327,malta,yes,yes,yes,1
328,malta,yes,yes,yes,1
329,malta,yes,yes,yes,1
330,malta,yes,yes,yes,2
331,malta,yes,yes,yes,2
332,malta,yes,yes,yes,1
333,malta,yes,yes,yes,3
334,malta,yes,yes,yes,2
335,china,yes,yes,yes,1
336,china,yes,yes,yes,1
337,china,yes,yes,yes,1
338,china,yes,yes,yes,2
339,china,yes,yes,yes,2
340,china,yes,yes,yes,1
341,china,yes,yes,yes,1
342,china,yes,yes,yes,2
343,china,yes,yes,yes,2
344,china,yes,yes,yes,1
345,china,yes,yes,yes,1
346,china,yes,yes,yes,2
347,germany,yes,yes,yes,2
348,germany,yes,yes,yes,2
349,germany,yes,yes,yes,1
350,germany,yes,yes,yes,1
351,germany,yes,yes,yes,2
352,germany,yes,yes,yes,2
353,germany,yes,yes,yes,0
354,germany,yes,yes,yes,0
355,germany,yes,yes,yes,1
356,germany,yes,yes,yes,1
357,germany,yes,yes,yes,1
358,germany,yes,yes,yes,2
359,germany,yes,yes,neutral,3
360,germany,yes,neutral,no,3
361,germany,yes,yes,yes,2
362,ukraine,yes,yes,yes,3
363,ukraine,yes,yes,yes,3
364,ukraine,yes,yes,yes,3
365,ukraine,yes,yes,yes,2
366,ukraine,yes,yes,yes,0
367,ukraine,yes,yes,yes,1
368,ukraine,yes,yes,yes,1
369,ukraine,yes,yes,yes,2
370,ukraine,yes,yes,yes,2
371,ukraine,yes,yes,yes,1
372,ukraine,yes,yes,yes,2
373,ukraine,yes,yes,yes,1
374,ukraine,yes,yes,no,3
375,ukraine,yes,yes,yes,2
376,ukraine,yes,yes,yes,2
377,romania,yes,yes,yes,1
378,romania,yes,yes,yes,2
379,romania,yes,yes,yes,1
380,romania,yes,yes,yes,1
381,romania,yes,no,no,3
382,romania,yes,yes,yes,1
383,romania,yes,yes,yes,2
384,romania,yes,yes,yes,1
385,romania,yes,yes,yes,1
386,romania,yes,yes,yes,1
387,romania,yes,yes,yes,1
388,romania,yes,yes,yes,1
389,russia,yes,yes,yes,1
390,russia,yes,yes,yes,1
391,russia,yes,yes,yes,1
392,russia,yes,yes,yes,2
393,russia,yes,yes,yes,1
394,russia,yes,yes,yes,1
395,russia,yes,yes,yes,1
396,russia,yes,yes,yes,2
397,russia,yes,yes,yes,1
398,russia,yes,yes,yes,3
399,russia,yes,yes,neutral,1
400,russia,yes,yes,yes,1
401,nepal,yes,yes,yes,1
402,nepal,yes,yes,yes,2
403,nepal,yes,yes,yes,1
404,nepal,yes,yes,yes,1
405,nepal,yes,yes,yes,3
406,nepal,yes,yes,yes,2
407,nepal,yes,yes,neutral,1
408,nepal,yes,yes,yes,1
409,nepal,yes,yes,yes,1
410,nepal,yes,yes,yes,1
411,nepal,yes,yes,yes,1
412,nepal,yes,yes,yes,2
413,bangladesh,yes,yes,yes,1
414,bangladesh,yes,yes,yes,1
415,bangladesh,yes,yes,yes,1
416,bangladesh,yes,yes,yes,1
417,bangladesh,yes,no,no,3
418,bangladesh,yes,yes,yes,1
419,bangladesh,yes,yes,yes,1
420,bangladesh,yes,yes,yes,1
421,bangladesh,yes,yes,yes,1
422,bangladesh,yes,yes,yes,2
423,bangladesh,yes,yes,yes,2
424,bangladesh,yes,yes,yes,2
425,portugal,yes,yes,yes,1
426,portugal,yes,yes,yes,1
427,portugal,yes,yes,neutral,1
428,portugal,yes,yes,yes,2
429,portugal,yes,yes,yes,2
430,portugal,yes,yes,yes,3
431,portugal,yes,yes,yes,2
432,portugal,yes,yes,yes,2
433,portugal,yes,yes,yes,1
434,portugal,yes,yes,yes,2
435,portugal,yes,neutral,yes,3
436,portugal,yes,yes,yes,2
437,thailand,yes,yes,yes,1
438,thailand,yes,yes,yes,1
439,thailand,yes,yes,yes,1
440,thailand,yes,yes,yes,1
441,thailand,yes,yes,yes,2
442,thailand,yes,yes,yes,2
443,thailand,yes,yes,yes,1
444,thailand,yes,yes,yes,2
445,thailand,yes,yes,yes,3
446,thailand,yes,yes,yes,2
447,thailand,yes,yes,yes,2
448,thailand,yes,yes,yes,2
449,france,yes,yes,yes,1
450,france,yes,yes,yes,1
451,france,yes,yes,yes,1
452,france,yes,yes,yes,2
453,france,yes,yes,yes,1
454,france,yes,yes,yes,1
455,france,yes,yes,yes,0
456,france,yes,yes,yes,2
457,france,yes,yes,yes,2
458,france,yes,yes,yes,0
459,france,yes,yes,yes,0
460,france,yes,yes,yes,2
461,ireland,yes,yes,yes,2
462,ireland,yes,yes,yes,1
463,ireland,yes,yes,yes,1
464,ireland,yes,yes,yes,2
465,ireland,yes,yes,yes,2
466,ireland,yes,yes,yes,2
467,ireland,yes,yes,yes,1
468,ireland,yes,yes,yes,1
469,ireland,yes,yes,yes,1
470,ireland,yes,yes,yes,2
471,ireland,yes,yes,yes,1
472,ireland,yes,yes,yes,1
473,ireland,yes,yes,yes,3
474,ireland,yes,yes,yes,0
475,ireland,yes,yes,yes,1
476,croatia,yes,yes,yes,2
477,croatia,yes,yes,yes,2
478,croatia,yes,yes,yes,1
479,croatia,yes,yes,yes,1
480,croatia,yes,yes,yes,1
481,croatia,yes,yes,yes,1
482,croatia,yes,yes,yes,3
483,croatia,yes,yes,yes,2
484,croatia,yes,yes,yes,1
485,croatia,yes,yes,yes,1
486,croatia,yes,yes,yes,2
487,croatia,yes,yes,yes,2
488,mauritius,yes,yes,yes,1
489,mauritius,yes,yes,yes,1
490,mauritius,yes,yes,yes,1
491,mauritius,yes,yes,yes,2
492,mauritius,yes,yes,yes,2
493,mauritius,yes,yes,yes,1
494,mauritius,yes,yes,yes,1
495,mauritius,yes,yes,yes,1
496,mauritius,yes,yes,yes,2
497,mauritius,yes,yes,yes,1
498,mauritius,yes,yes,neutral,3
499,mauritius,yes,yes,yes,1
500,fiji,yes,yes,yes,1
501,fiji,yes,yes,yes,2
502,fiji,yes,yes,yes,1
503,fiji,yes,yes,yes,3
504,fiji,yes,yes,yes,2
505,fiji,yes,yes,yes,2
506,fiji,yes,yes,yes,1
507,fiji,yes,yes,yes,3
508,fiji,yes,yes,yes,2
509,austria,yes,yes,yes,1
510,austria,yes,yes,yes,2
511,austria,yes,yes,yes,1
512,austria,yes,yes,yes,1
513,austria,yes,yes,yes,2
514,austria,yes,yes,yes,1
515,austria,yes,yes,yes,2
516,austria,yes,yes,yes,1
517,austria,yes,yes,yes,1
518,austria,yes,yes,no,3
519,austria,yes,yes,yes,3
520,austria,yes,yes,yes,3
521,brazil,yes,yes,yes,1
522,brazil,yes,yes,yes,1
523,brazil,yes,yes,neutral,2
524,brazil,yes,yes,yes,2
525,brazil,yes,yes,yes,1
526,brazil,yes,yes,yes,1
527,brazil,yes,yes,yes,2
528,brazil,yes,yes,yes,1
529,brazil,yes,yes,yes,3
530,brazil,yes,yes,yes,2
531,brazil,yes,yes,yes,3
532,brazil,yes,yes,neutral,3
533,south_africa,yes,yes,yes,1
534,south_africa,yes,yes,yes,1
535,south_africa,yes,yes,yes,1
536,south_africa,yes,yes,yes,0
537,south_africa,yes,yes,yes,2
538,south_africa,yes,yes,yes,1
539,south_africa,yes,yes,yes,1
540,south_africa,yes,yes,yes,1
541,south_africa,yes,yes,yes,2
542,south_africa,yes,yes,no,2
543,south_africa,yes,yes,yes,1
544,south_africa,yes,yes,yes,2
545,chile,yes,yes,no,1
546,chile,no,no,no,3
547,chile,yes,no,no,1
548,chile,yes,yes,yes,1
549,chile,yes,yes,yes,2
550,chile,yes,yes,yes,1
551,chile,yes,yes,yes,2
552,chile,yes,yes,yes,2
553,chile,yes,yes,yes,2
554,chile,yes,yes,yes,1
555,chile,yes,yes,yes,1
556,chile,yes,yes,yes,2
557,papua_new_guinea,yes,yes,yes,2
558,papua_new_guinea,yes,yes,yes,2
559,papua_new_guinea,yes,yes,yes,1
560,papua_new_guinea,yes,yes,yes,1
561,papua_new_guinea,yes,yes,yes,1
562,papua_new_guinea,yes,yes,yes,1
563,papua_new_guinea,yes,yes,yes,0
564,papua_new_guinea,yes,yes,yes,2
565,papua_new_guinea,yes,yes,yes,1
566,papua_new_guinea,yes,yes,yes,1
567,papua_new_guinea,yes,yes,yes,3
568,papua_new_guinea,yes,yes,yes,1
569,afghanistan,yes,yes,neutral,1
570,afghanistan,yes,yes,yes,1
571,afghanistan,yes,yes,yes,1
572,afghanistan,yes,yes,yes,0
573,afghanistan,yes,yes,yes,1
574,afghanistan,yes,yes,yes,1
575,afghanistan,yes,yes,yes,1
576,afghanistan,yes,yes,yes,2
577,afghanistan,yes,yes,yes,1
578,afghanistan,yes,yes,no,3
579,afghanistan,yes,yes,no,3
580,afghanistan,yes,yes,yes,3
581,afghanistan,yes,yes,yes,2
582,afghanistan,yes,yes,neutral,2
583,afghanistan,yes,yes,yes,0
584,japan,yes,yes,yes,2
585,japan,yes,yes,yes,1
586,japan,yes,yes,yes,1
587,japan,yes,yes,yes,0
588,japan,yes,yes,yes,1
589,japan,yes,yes,yes,3
590,japan,yes,yes,yes,0
591,japan,yes,yes,yes,0
592,japan,yes,yes,yes,1
593,japan,yes,yes,yes,0
594,japan,yes,yes,yes,2
595,japan,yes,yes,yes,0
596,australia,yes,yes,yes,1
597,australia,yes,yes,yes,2
598,australia,yes,yes,yes,3
599,australia,yes,yes,yes,1
600,australia,yes,yes,yes,1
601,australia,yes,yes,yes,2
602,australia,yes,yes,yes,1
603,australia,yes,yes,yes,2
604,australia,yes,yes,yes,2
605,netherlands,yes,yes,yes,1
606,netherlands,yes,yes,yes,2
607,netherlands,yes,yes,yes,1
608,netherlands,yes,yes,yes,2
609,netherlands,yes,yes,yes,1
610,netherlands,yes,yes,yes,2
611,netherlands,yes,yes,yes,2
612,netherlands,yes,yes,yes,1
613,netherlands,yes,yes,yes,2
614,netherlands,yes,yes,yes,2
615,netherlands,yes,yes,yes,2
616,netherlands,yes,yes,yes,2
617,sri_lanka,yes,yes,yes,1
618,sri_lanka,yes,yes,yes,1
619,sri_lanka,yes,yes,yes,1
620,sri_lanka,yes,yes,yes,1
621,sri_lanka,yes,yes,yes,1
622,sri_lanka,yes,yes,yes,1
623,sri_lanka,yes,yes,yes,3
624,sri_lanka,yes,yes,yes,2
625,sri_lanka,yes,yes,yes,1
626,sri_lanka,yes,yes,yes,1
627,sri_lanka,yes,yes,yes,1
628,sri_lanka,yes,yes,yes,1
629,indonesia,yes,yes,yes,2
630,indonesia,yes,yes,yes,1
631,indonesia,yes,yes,yes,2
632,indonesia,yes,yes,yes,1
633,indonesia,yes,yes,yes,1
634,indonesia,yes,yes,yes,1
635,indonesia,yes,yes,yes,2
636,indonesia,yes,yes,yes,2
637,indonesia,yes,yes,yes,2
638,malaysia,yes,yes,yes,1
639,malaysia,yes,yes,yes,1
640,malaysia,yes,yes,no,2
641,malaysia,yes,yes,yes,1
642,malaysia,yes,yes,yes,2
643,malaysia,yes,yes,yes,0
644,malaysia,yes,yes,yes,2
645,malaysia,yes,yes,yes,2
646,malaysia,yes,yes,yes,2
647,malaysia,yes,yes,yes,3
648,malaysia,yes,yes,yes,2
649,malaysia,yes,yes,yes,2
650,ethiopia,yes,yes,yes,2
651,ethiopia,yes,yes,yes,2
652,ethiopia,yes,yes,yes,1
653,ethiopia,yes,yes,yes,1
654,ethiopia,yes,yes,neutral,1
655,ethiopia,yes,yes,yes,1
656,ethiopia,yes,yes,yes,2
657,ethiopia,yes,yes,yes,1
658,ethiopia,yes,yes,yes,2
659,ethiopia,yes,yes,neutral,2
660,ethiopia,yes,yes,yes,1
661,ethiopia,yes,yes,yes,2
662,ethiopia,yes,yes,yes,2
663,ethiopia,yes,yes,yes,2
664,ethiopia,yes,yes,yes,3
665,bosnia_and_herzegovina,yes,yes,yes,3
666,bosnia_and_herzegovina,yes,yes,yes,1
667,bosnia_and_herzegovina,yes,yes,yes,2
668,bosnia_and_herzegovina,yes,yes,yes,2
669,bosnia_and_herzegovina,yes,yes,no,0
670,bosnia_and_herzegovina,yes,yes,yes,0
671,bosnia_and_herzegovina,yes,yes,yes,2
672,bosnia_and_herzegovina,yes,yes,yes,1
673,bosnia_and_herzegovina,yes,yes,yes,2
674,bosnia_and_herzegovina,yes,yes,yes,1
675,bosnia_and_herzegovina,yes,yes,yes,2
676,bosnia_and_herzegovina,yes,neutral,yes,3
677,palestinian_territories,yes,yes,yes,2
678,palestinian_territories,yes,yes,yes,2
679,palestinian_territories,yes,yes,yes,1
680,palestinian_territories,yes,yes,neutral,3
681,palestinian_territories,yes,yes,neutral,3
682,palestinian_territories,yes,yes,yes,0
683,palestinian_territories,yes,yes,yes,0
684,palestinian_territories,yes,yes,yes,1
685,palestinian_territories,yes,yes,yes,2
686,palestinian_territories,yes,yes,yes,1
687,palestinian_territories,yes,yes,yes,1
688,palestinian_territories,yes,yes,yes,2
689,palestinian_territories,yes,yes,yes,2
690,palestinian_territories,yes,yes,yes,2
691,palestinian_territories,yes,yes,yes,1
692,syria,yes,yes,yes,1
693,syria,yes,yes,yes,2
694,syria,yes,yes,yes,1
695,syria,yes,yes,yes,0
696,syria,yes,yes,yes,2
697,syria,yes,yes,yes,0
698,kenya,yes,yes,yes,1
699,kenya,yes,yes,yes,1
700,kenya,yes,yes,yes,1
701,kenya,yes,yes,yes,1
702,kenya,yes,yes,no,3
703,kenya,yes,yes,yes,1
704,kenya,yes,yes,yes,1
705,kenya,yes,yes,yes,1
706,kenya,yes,yes,no,1
707,kenya,yes,yes,no,3
708,kenya,yes,yes,yes,2
709,kenya,yes,yes,no,3
710,new_zealand,yes,yes,yes,2
711,new_zealand,yes,yes,yes,2
712,new_zealand,yes,yes,yes,1
713,new_zealand,yes,yes,yes,1
714,new_zealand,yes,yes,yes,0
715,new_zealand,yes,yes,yes,1
716,new_zealand,yes,yes,yes,2
717,new_zealand,yes,yes,yes,2
718,new_zealand,yes,yes,yes,0
719,new_zealand,yes,yes,yes,2
720,new_zealand,yes,yes,neutral,2
721,new_zealand,yes,yes,yes,2
722,new_zealand,yes,yes,yes,2
723,new_zealand,yes,yes,yes,0
724,new_zealand,yes,yes,yes,2
725,peru,yes,yes,yes,1
726,peru,yes,yes,no,3
727,peru,yes,yes,yes,1
728,peru,yes,yes,yes,1
729,peru,yes,yes,yes,1
730,peru,yes,yes,yes,1
731,peru,yes,yes,yes,2
732,peru,yes,yes,yes,1
733,peru,yes,yes,yes,2
734,peru,yes,yes,yes,2
735,peru,yes,yes,yes,1
736,peru,yes,yes,yes,2
737,laos,yes,yes,yes,1
738,laos,yes,yes,yes,1
739,laos,yes,yes,yes,1
740,laos,yes,yes,yes,2
741,laos,yes,yes,yes,1
742,laos,yes,yes,yes,2
743,laos,yes,yes,yes,1
744,laos,yes,yes,yes,2
745,laos,yes,yes,no,2
746,laos,yes,yes,yes,2
747,laos,yes,yes,yes,2
748,laos,yes,yes,neutral,0
749,cyprus,yes,yes,yes,1
750,cyprus,yes,yes,yes,1
751,cyprus,yes,yes,yes,1
752,cyprus,yes,yes,yes,2
753,cyprus,yes,yes,yes,1
754,cyprus,yes,yes,yes,2
755,cyprus,yes,yes,no,0
756,cyprus,yes,yes,yes,2
757,cyprus,yes,yes,yes,2
758,cyprus,yes,yes,yes,1
759,cyprus,yes,yes,yes,2
760,cyprus,yes,yes,yes,1
761,india,yes,yes,yes,1
762,india,yes,yes,yes,2
763,india,yes,yes,yes,1
764,india,yes,yes,yes,1
765,india,yes,yes,no,3
766,india,yes,yes,yes,2
767,india,yes,yes,yes,1
768,india,yes,yes,yes,2
769,india,yes,yes,yes,2
770,iran,yes,yes,yes,2
771,iran,yes,yes,neutral,3
772,iran,yes,yes,yes,2
773,iran,yes,yes,yes,2
774,iran,yes,yes,yes,1
775,iran,yes,yes,yes,1
776,iran,yes,yes,yes,1
777,iran,yes,no,no,3
778,iran,yes,yes,yes,1
779,iran,yes,yes,yes,2
780,iran,yes,yes,yes,1
781,iran,yes,yes,yes,2
782,iran,yes,yes,no,0
783,iran,yes,yes,yes,0
784,iran,yes,yes,yes,0
785,greece,yes,yes,yes,1
786,greece,yes,yes,neutral,2
787,greece,yes,yes,yes,1
788,greece,yes,yes,no,3
789,greece,yes,yes,yes,2
790,greece,yes,yes,yes,1
791,greece,yes,yes,yes,0
792,greece,yes,yes,yes,1
793,greece,yes,yes,yes,1
794,greece,yes,yes,yes,1
795,greece,yes,yes,yes,1
796,greece,yes,yes,yes,2
797,venezuela,yes,yes,yes,1
