row_index,country,gold,initial,final,cluster
504,fiji,yes,yes,no,0
505,fiji,yes,yes,no,1
506,fiji,yes,neutral,no,3
507,fiji,yes,neutral,no,3
508,fiji,yes,no,no,2
509,austria,yes,neutral,no,3
510,austria,yes,yes,no,1
511,austria,yes,neutral,no,2
512,austria,yes,yes,no,1
513,austria,yes,yes,no,1
514,austria,yes,yes,no,2
515,austria,yes,yes,no,1
516,austria,yes,yes,no,1
517,austria,yes,yes,no,1
518,austria,yes,no,no,3
519,austria,yes,neutral,no,0
520,austria,yes,neutral,no,2
521,brazil,yes,yes,no,3
522,brazil,yes,yes,no,1
523,brazil,yes,neutral,no,3
524,brazil,yes,yes,no,1
525,brazil,yes,yes,no,1
526,brazil,yes,neutral,no,2
527,brazil,yes,yes,no,1
528,brazil,yes,yes,no,2
529,brazil,yes,yes,no,1
530,brazil,yes,yes,no,1
531,brazil,yes,yes,no,3
532,brazil,yes,neutral,no,2
533,south_africa,yes,yes,no,1
534,south_africa,yes,yes,no,1
535,south_africa,yes,yes,no,1
536,south_africa,yes,yes,no,0
537,south_africa,yes,yes,no,1
538,south_africa,yes,yes,no,1
539,south_africa,yes,yes,no,1
540,south_africa,yes,yes,no,2
541,south_africa,yes,yes,no,1
542,south_africa,yes,yes,no,1
543,south_africa,yes,yes,no,1
544,south_africa,yes,neutral,no,3
545,chile,yes,neutral,no,3
546,chile,no,no,no,2
547,chile,yes,neutral,no,3
548,chile,yes,neutral,no,3
549,chile,yes,no,no,3
550,chile,yes,neutral,no,3
551,chile,yes,yes,no,1
552,chile,yes,yes,no,1
553,chile,yes,neutral,no,2
554,chile,yes,neutral,no,3
555,chile,yes,neutral,no,2
556,chile,yes,yes,no,1
557,papua_new_guinea,yes,neutral,no,3
558,papua_new_guinea,yes,yes,no,3
559,papua_new_guinea,yes,neutral,no,2
560,papua_new_guinea,yes,yes,no,1
561,papua_new_guinea,yes,yes,no,1
562,papua_new_guinea,yes,neutral,no,2
563,papua_new_guinea,yes,yes,no,0
564,papua_new_guinea,yes,yes,no,1
565,papua_new_guinea,yes,yes,no,1
566,papua_new_guinea,yes,yes,no,1
567,papua_new_guinea,yes,yes,no,1
568,papua_new_guinea,yes,yes,no,1
569,afghanistan,yes,neutral,no,2
570,afghanistan,yes,neutral,no,3
571,afghanistan,yes,yes,no,1
572,afghanistan,yes,neutral,no,3
573,afghanistan,yes,neutral,no,2
574,afghanistan,yes,no,no,3
575,afghanistan,yes,yes,no,1
576,afghanistan,yes,yes,no,2
577,afghanistan,yes,neutral,no,3
578,afghanistan,yes,neutral,no,3
579,afghanistan,yes,neutral,no,2
580,afghanistan,yes,neutral,no,3
581,afghanistan,yes,neutral,no,1
582,afghanistan,yes,neutral,no,3
583,afghanistan,yes,neutral,no,0
584,japan,yes,neutral,no,2
585,japan,yes,yes,no,1
586,japan,yes,neutral,no,3
587,japan,yes,yes,no,0
588,japan,yes,yes,no,1
589,japan,yes,yes,no,2
590,japan,yes,yes,no,0
591,japan,yes,yes,no,0
592,japan,yes,neutral,no,3
593,japan,yes,yes,no,0
594,japan,yes,yes,no,2
595,japan,yes,yes,no,0
596,australia,yes,no,no,3
597,australia,yes,yes,no,1
598,australia,yes,yes,no,3
599,australia,yes,yes,no,1
600,australia,yes,yes,no,1
601,australia,yes,yes,no,1
602,australia,yes,yes,no,1
603,australia,yes,yes,no,1
604,australia,yes,neutral,no,3
605,netherlands,yes,yes,no,1
606,netherlands,yes,yes,no,1
607,netherlands,yes,yes,no,2
608,netherlands,yes,yes,no,2
609,netherlands,yes,yes,no,1
610,netherlands,yes,yes,no,1
611,netherlands,yes,yes,no,0
612,netherlands,yes,yes,no,1
613,netherlands,yes,yes,no,2
614,netherlands,yes,yes,no,1
615,netherlands,yes,neutral,no,3
616,netherlands,yes,yes,no,1
617,sri_lanka,yes,yes,no,1
618,sri_lanka,yes,yes,no,1
619,sri_lanka,yes,yes,no,3
620,sri_lanka,yes,yes,no,1
621,sri_lanka,yes,yes,no,1
622,sri_lanka,yes,yes,no,1
623,sri_lanka,yes,yes,no,1
624,sri_lanka,yes,yes,no,1
625,sri_lanka,yes,yes,no,1
626,sri_lanka,yes,yes,no,1
627,sri_lanka,yes,yes,no,1
628,sri_lanka,yes,yes,no,1
629,indonesia,yes,yes,no,1
630,indonesia,yes,yes,no,1
631,indonesia,yes,yes,no,1
632,indonesia,yes,neutral,no,2
633,indonesia,yes,neutral,no,3
634,indonesia,yes,yes,no,1
635,indonesia,yes,yes,no,1
636,indonesia,yes,yes,no,1
637,indonesia,yes,yes,no,0
638,malaysia,yes,yes,no,2
639,malaysia,yes,yes,no,1
640,malaysia,yes,yes,no,1
641,malaysia,yes,yes,no,1
642,malaysia,yes,yes,no,1
643,malaysia,yes,yes,no,0
644,malaysia,yes,yes,no,1
645,malaysia,yes,yes,no,2
646,malaysia,yes,yes,no,0
647,malaysia,yes,neutral,no,3
648,malaysia,yes,neutral,no,3
649,malaysia,yes,neutral,no,2
650,ethiopia,yes,yes,no,0
651,ethiopia,yes,yes,no,1
652,ethiopia,yes,neutral,no,2
653,ethiopia,yes,yes,no,1
654,ethiopia,yes,yes,no,1
655,ethiopia,yes,yes,no,1
656,ethiopia,yes,yes,no,1
657,ethiopia,yes,yes,no,1
658,ethiopia,yes,yes,no,1
659,ethiopia,yes,yes,no,2
660,ethiopia,yes,yes,no,1
661,ethiopia,yes,yes,no,1
662,ethiopia,yes,neutral,no,3
663,ethiopia,yes,yes,no,1
664,ethiopia,yes,yes,no,1
665,bosnia_and_herzegovina,yes,neutral,no,3
666,bosnia_and_herzegovina,yes,yes,no,1
667,bosnia_and_herzegovina,yes,yes,no,1
668,bosnia_and_herzegovina,yes,yes,no,1
669,bosnia_and_herzegovina,yes,no,no,0
670,bosnia_and_herzegovina,yes,no,no,0
671,bosnia_and_herzegovina,yes,yes,no,1
672,bosnia_and_herzegovina,yes,neutral,no,3
673,bosnia_and_herzegovina,yes,no,no,3
674,bosnia_and_herzegovina,yes,yes,no,2
675,bosnia_and_herzegovina,yes,yes,no,3
676,bosnia_and_herzegovina,yes,neutral,no,3
677,palestinian_territories,yes,neutral,no,2
678,palestinian_territories,yes,neutral,no,2
679,palestinian_territories,yes,yes,no,2
680,palestinian_territories,yes,neutral,no,3
681,palestinian_territories,yes,neutral,no,3
682,palestinian_territories,yes,neutral,no,0
683,palestinian_territories,yes,yes,no,0
684,palestinian_territories,yes,neutral,no,2
685,palestinian_territories,yes,yes,no,0
686,palestinian_territories,yes,yes,no,1
687,palestinian_territories,yes,yes,no,1
688,palestinian_territories,yes,yes,no,3
689,palestinian_territories,yes,yes,no,1
690,palestinian_territories,yes,yes,no,2
691,palestinian_territories,yes,yes,no,1
692,syria,yes,neutral,no,2
693,syria,yes,neutral,no,2
694,syria,yes,yes,no,1
695,syria,yes,neutral,no,0
696,syria,yes,neutral,no,0
697,syria,yes,neutral,no,0
698,kenya,yes,yes,no,1
699,kenya,yes,yes,no,1
700,kenya,yes,yes,no,1
701,kenya,yes,yes,no,1
702,kenya,yes,neutral,no,3
703,kenya,yes,yes,no,1
704,kenya,yes,yes,no,2
705,kenya,yes,yes,no,2
706,kenya,yes,no,no,2
707,kenya,yes,yes,no,1
708,kenya,yes,neutral,no,1
709,kenya,yes,no,no,3
710,new_zealand,yes,yes,no,1
711,new_zealand,yes,yes,no,1
712,new_zealand,yes,yes,no,2
713,new_zealand,yes,yes,no,1
714,new_zealand,yes,yes,no,0
715,new_zealand,yes,yes,no,1
716,new_zealand,yes,yes,no,1
717,new_zealand,yes,neutral,no,3
718,new_zealand,yes,yes,no,0
719,new_zealand,yes,yes,no,1
720,new_zealand,yes,neutral,no,3
721,new_zealand,yes,yes,no,1
722,new_zealand,yes,neutral,no,3
723,new_zealand,yes,neutral,no,0
724,new_zealand,yes,yes,no,1
725,peru,yes,yes,no,3
726,peru,yes,neutral,no,3
727,peru,yes,neutral,no,2
728,peru,yes,yes,no,1
729,peru,yes,neutral,no,3
730,peru,yes,yes,no,1
731,peru,yes,yes,no,1
732,peru,yes,yes,no,1
733,peru,yes,yes,no,2
734,peru,yes,yes,no,0
735,peru,yes,no,no,2
736,peru,yes,yes,no,1
737,laos,yes,yes,no,1
738,laos,yes,yes,no,1
739,laos,yes,yes,no,1
740,laos,yes,yes,no,0
741,laos,yes,yes,no,1
742,laos,yes,yes,no,1
743,laos,yes,neutral,no,3
744,laos,yes,yes,no,1
745,laos,yes,neutral,no,3
746,laos,yes,yes,no,2
747,laos,yes,yes,no,1
748,laos,yes,neutral,no,0
749,cyprus,yes,yes,no,1
750,cyprus,yes,neutral,no,3
751,cyprus,yes,yes,no,1
752,cyprus,yes,yes,no,0
753,cyprus,yes,neutral,no,3
754,cyprus,yes,yes,no,1
755,cyprus,yes,yes,no,0
756,cyprus,yes,yes,no,2
757,cyprus,yes,yes,no,1
758,cyprus,yes,yes,no,1
759,cyprus,yes,yes,no,0
760,cyprus,yes,yes,no,1
761,india,yes,yes,no,1
762,india,yes,yes,no,1
763,india,yes,yes,no,1
764,india,yes,yes,no,1
765,india,yes,yes,no,1
766,india,yes,yes,no,1
767,india,yes,yes,no,2
768,india,yes,yes,no,1
769,india,yes,yes,no,1
770,iran,yes,yes,no,3
771,iran,yes,neutral,no,3
772,iran,yes,neutral,no,2
773,iran,yes,neutral,no,3
774,iran,yes,yes,no,1
775,iran,yes,yes,no,1
776,iran,yes,yes,no,2
777,iran,yes,neutral,no,3
778,iran,yes,yes,no,2
779,iran,yes,yes,no,1
780,iran,yes,neutral,no,1
781,iran,yes,neutral,no,3
782,iran,yes,no,no,0
783,iran,yes,yes,no,0
784,iran,yes,neutral,no,0
785,greece,yes,yes,no,1
786,greece,yes,neutral,no,2
787,greece,yes,yes,no,2
788,greece,yes,neutral,no,3
789,greece,yes,yes,no,1
790,greece,yes,no,no,2
791,greece,yes,yes,no,0
792,greece,yes,yes,no,1
793,greece,yes,yes,no,1
794,greece,yes,neutral,no,2
795,greece,yes,neutral,no,2
796,greece,yes,yes,no,1
797,venezuela,yes,yes,no,1
798,venezuela,yes,yes,no,1
799,venezuela,yes,yes,no,1
800,venezuela,yes,neutral,no,1
801,venezuela,yes,yes,no,1
802,venezuela,yes,neutral,no,3
803,venezuela,yes,yes,no,1
804,venezuela,yes,yes,no,0
805,venezuela,yes,yes,no,1
806,venezuela,yes,yes,no,0
807,venezuela,yes,neutral,no,0
808,venezuela,yes,neutral,no,3
809,saudi_arabia,yes,yes,no,1
810,saudi_arabia,yes,yes,no,1
811,saudi_arabia,yes,yes,no,1
812,saudi_arabia,yes,neutral,no,3
813,saudi_arabia,yes,neutral,no,2
814,saudi_arabia,yes,neutral,no,2
815,saudi_arabia,yes,yes,no,3
816,saudi_arabia,yes,yes,no,1
817,saudi_arabia,yes,yes,no,1
818,saudi_arabia,yes,yes,no,1
819,saudi_arabia,yes,yes,no,1
820,saudi_arabia,yes,no,no,3
821,saudi_arabia,yes,neutral,no,3
822,saudi_arabia,yes,yes,no,1
823,saudi_arabia,yes,no,no,3
824,israel,yes,yes,no,1
825,israel,yes,yes,no,1
826,israel,yes,no,no,1
827,israel,yes,neutral,no,0
828,israel,yes,yes,no,1
829,israel,yes,yes,no,1
830,israel,yes,yes,no,1
831,israel,yes,yes,no,2
832,israel,yes,yes,no,1
